Asta - problemlösning,2021-02-08 11:30:00+01:00,2021-02-08 12:00:00+01:00,None,None
Asta - berikning,2021-02-09 11:30:00+01:00,2021-02-09 12:00:00+01:00,None,None
Asta - nytt trix (rally?),2021-02-10 11:30:00+01:00,2021-02-10 12:00:00+01:00,None,None
Asta - dogparkour,2021-02-11 11:30:00+01:00,2021-02-11 12:00:00+01:00,None,None
Asta - klöjvning/jogging,2021-02-12 11:30:00+01:00,2021-02-12 12:00:00+01:00,None,None
Asta - nytt trix,2021-02-01 11:30:00+01:00,2021-02-01 12:00:00+01:00,None,None
Asta - nytt trix,2021-02-15 15:30:00+01:00,2021-02-15 16:00:00+01:00,None,None
Asta - nosarbete,2021-02-02 11:30:00+01:00,2021-02-02 12:00:00+01:00,None,None
Asta - nosarbete,2021-02-16 14:30:00+01:00,2021-02-16 15:30:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-02-03 11:30:00+01:00,2021-02-03 12:00:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-02-17 12:00:00+01:00,2021-02-17 12:30:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-02-04 11:30:00+01:00,2021-02-04 12:00:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-02-04 14:00:00+01:00,2021-02-04 14:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-02-05 11:30:00+01:00,2021-02-05 12:00:00+01:00,None,None
Asta - berikning,2021-02-23 14:30:00+01:00,2021-02-23 15:30:00+01:00,None,None
Asta - berikning,2021-02-23 12:30:00+01:00,2021-02-23 13:30:00+01:00,None,None
Asta - dogparkour,2021-02-25 14:30:00+01:00,2021-02-25 15:30:00+01:00,None,None
Asta - nosarbete,2021-03-02 11:30:00+01:00,2021-03-02 12:30:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-03-04 11:30:00+01:00,2021-03-04 12:30:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-03-04 11:00:00+01:00,2021-03-04 12:00:00+01:00,None,None
Asta - nytt trix,2021-03-01 14:30:00+01:00,2021-03-01 15:30:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-03-03 14:30:00+01:00,2021-03-03 15:30:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-03-03 11:30:00+01:00,2021-03-03 12:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-03-05 14:30:00+01:00,2021-03-05 15:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-03-05 11:00:00+01:00,2021-03-05 12:00:00+01:00,None,None
Asta - nosarbete,2021-03-16 11:00:00+01:00,2021-03-16 12:00:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-03-18 11:00:00+01:00,2021-03-18 12:00:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-04-01 12:30:00+02:00,2021-04-01 13:30:00+02:00,None,None
Asta - problemlösning,2021-02-22 14:30:00+01:00,2021-02-22 15:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-02-24 14:30:00+01:00,2021-02-24 15:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-03-10 12:00:00+01:00,2021-03-10 13:00:00+01:00,None,None
Asta - nytt trix (rally?),2021-03-24 12:00:00+01:00,2021-03-24 13:00:00+01:00,None,None
Asta - klöjvning/jogging,2021-02-26 13:30:00+01:00,2021-02-26 14:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-04-07 11:00:00+02:00,2021-04-07 12:00:00+02:00,None,None
Asta - klöjvning/jogging,2021-04-09 11:00:00+02:00,2021-04-09 12:00:00+02:00,None,None
Asta - problemlösning,2021-04-19 11:00:00+02:00,2021-04-19 12:00:00+02:00,None,None
Asta - berikning,2021-03-09 11:00:00+01:00,2021-03-09 12:00:00+01:00,None,None
Asta - berikning,2021-03-09 12:00:00+01:00,2021-03-09 13:00:00+01:00,None,None
Asta - dogparkour,2021-03-11 11:00:00+01:00,2021-03-11 12:00:00+01:00,None,None
Asta - dogparkour,2021-03-11 12:00:00+01:00,2021-03-11 13:00:00+01:00,None,None
Asta - klöjvning/jogging,2021-04-23 11:00:00+02:00,2021-04-23 12:00:00+02:00,None,None
Asta - nytt trix,2021-04-12 11:00:00+02:00,2021-04-12 12:00:00+02:00,None,None
Asta - nytt trix,2021-05-10 12:00:00+02:00,2021-05-10 13:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-04-14 11:00:00+02:00,2021-04-14 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-04-14 10:00:00+02:00,2021-04-14 11:00:00+02:00,None,None
Asta - dogparkour,2021-03-25 10:30:00+01:00,2021-03-25 11:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-04-21 11:00:00+02:00,2021-04-21 12:00:00+02:00,None,None
Asta - nytt trix (rally?),2021-05-19 11:30:00+02:00,2021-05-19 12:30:00+02:00,None,None
Asta - nosarbete,2021-04-13 14:30:00+02:00,2021-04-13 15:30:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-04-15 14:30:00+02:00,2021-04-15 15:30:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-04-16 14:30:00+02:00,2021-04-16 15:30:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-04-16 11:00:00+02:00,2021-04-16 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-04-15 11:00:00+02:00,2021-04-15 12:00:00+02:00,None,None
Asta - problemlösning,2021-01-16 09:00:00+01:00,2021-01-16 11:00:00+01:00,None,None
Asta - problemlösning,2021-01-16 07:00:00+01:00,2021-01-16 09:00:00+01:00,None,None
Asta - problemlösning,2021-01-30 14:00:00+01:00,2021-01-30 16:30:00+01:00,None,None
Asta - problemlösning,2021-02-13 12:00:00+01:00,2021-02-13 14:00:00+01:00,None,None
Asta - problemlösning,2021-03-13 07:00:00+01:00,2021-03-13 09:00:00+01:00,None,None
Asta - problemlösning,2021-04-24 08:00:00+02:00,2021-04-24 10:00:00+02:00,None,None
"Asta - långpromenad, berikning",2021-01-17 09:00:00+01:00,2021-01-17 11:00:00+01:00,None,None
"Asta - långpromenad, berikning",2021-01-31 07:45:00+01:00,2021-01-31 09:30:00+01:00,None,None
"Asta - långpromenad, berikning",2021-04-25 07:00:00+02:00,2021-04-25 09:00:00+02:00,None,None
Asta - problemlösning,2021-05-17 11:30:00+02:00,2021-05-17 12:30:00+02:00,None,None
Asta - berikning,2021-05-18 11:30:00+02:00,2021-05-18 12:30:00+02:00,None,None
Asta - dogparkour,2021-05-20 11:30:00+02:00,2021-05-20 12:30:00+02:00,None,None
Asta - klöjvning/jogging,2021-05-21 11:30:00+02:00,2021-05-21 12:30:00+02:00,None,None
Asta - problemlösning,2021-05-31 11:00:00+02:00,2021-05-31 12:00:00+02:00,None,None
Asta - problemlösning,2021-05-31 12:00:00+02:00,2021-05-31 13:00:00+02:00,None,None
Asta - berikning,2021-06-01 11:00:00+02:00,2021-06-01 12:00:00+02:00,None,None
Asta - nytt trix (rally?),2021-06-02 11:00:00+02:00,2021-06-02 12:00:00+02:00,None,None
Asta - dogparkour,2021-06-03 11:00:00+02:00,2021-06-03 12:00:00+02:00,None,None
Asta - klöjvning/jogging,2021-06-04 11:00:00+02:00,2021-06-04 12:00:00+02:00,None,None
Asta - nytt trix,2021-05-24 11:00:00+02:00,2021-05-24 12:00:00+02:00,None,None
Asta - nosarbete,2021-05-25 11:00:00+02:00,2021-05-25 12:00:00+02:00,None,None
Asta - nosarbete,2021-06-08 11:45:00+02:00,2021-06-08 12:45:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-05-27 11:00:00+02:00,2021-05-27 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-05-28 11:00:00+02:00,2021-05-28 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-05-26 11:00:00+02:00,2021-05-26 12:00:00+02:00,None,None
Asta - nytt trix,2021-07-05 11:30:00+02:00,2021-07-05 12:00:00+02:00,None,None
Asta - nosarbete,2021-07-06 11:30:00+02:00,2021-07-06 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-07-07 11:30:00+02:00,2021-07-07 12:00:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-07-08 11:30:00+02:00,2021-07-08 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-07-09 11:30:00+02:00,2021-07-09 12:00:00+02:00,None,None
Asta - problemlösning,2021-07-12 11:30:00+02:00,2021-07-12 12:00:00+02:00,None,None
Asta,2021-07-05 14:30:00+02:00,2021-07-05 15:30:00+02:00,None,None
Asta,2021-07-12 15:00:00+02:00,2021-07-12 16:00:00+02:00,None,None
Asta,2021-07-13 11:00:00+02:00,2021-07-13 12:00:00+02:00,None,None
Asta,2021-07-14 11:00:00+02:00,2021-07-14 12:00:00+02:00,None,None
Asta,2021-07-15 14:30:00+02:00,2021-07-15 15:30:00+02:00,None,None
Asta - nytt trix,2021-07-19 11:00:00+02:00,2021-07-19 12:00:00+02:00,None,None
Asta - nosarbete,2021-07-20 11:00:00+02:00,2021-07-20 12:00:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-07-22 11:00:00+02:00,2021-07-22 12:00:00+02:00,None,None
Asta - problemlösning,2021-07-26 11:00:00+02:00,2021-07-26 12:00:00+02:00,None,None
Asta - berikning,2021-07-27 11:00:00+02:00,2021-07-27 12:00:00+02:00,None,None
Asta - dogparkour,2021-07-15 11:00:00+02:00,2021-07-15 11:30:00+02:00,None,None
Asta - dogparkour,2021-07-29 11:00:00+02:00,2021-07-29 12:00:00+02:00,None,None
Asta - klöjvning/jogging,2021-07-16 11:00:00+02:00,2021-07-16 11:30:00+02:00,None,None
Asta - klöjvning/jogging,2021-07-30 11:00:00+02:00,2021-07-30 12:00:00+02:00,None,None
Asta - nytt trix (rally?),2021-07-28 11:00:00+02:00,2021-07-28 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-07-21 11:00:00+02:00,2021-07-21 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-07-23 11:00:00+02:00,2021-07-23 12:00:00+02:00,None,None
Asta - nytt trix,2021-08-02 14:30:00+02:00,2021-08-02 15:30:00+02:00,None,None
Asta - nosarbete,2021-08-03 14:30:00+02:00,2021-08-03 15:30:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-08-05 14:30:00+02:00,2021-08-05 15:30:00+02:00,None,None
Asta - problemlösning,2021-08-09 11:00:00+02:00,2021-08-09 12:00:00+02:00,None,None
Asta - berikning,2021-08-10 11:00:00+02:00,2021-08-10 12:00:00+02:00,None,None
Asta - nytt trix,2021-08-16 11:00:00+02:00,2021-08-16 12:00:00+02:00,None,None
Asta - nosarbete,2021-08-17 11:00:00+02:00,2021-08-17 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-08-18 11:00:00+02:00,2021-08-18 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-09-01 11:15:00+02:00,2021-09-01 12:15:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-08-19 11:00:00+02:00,2021-08-19 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-08-20 11:00:00+02:00,2021-08-20 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-08-20 10:15:00+02:00,2021-08-20 11:15:00+02:00,None,None
Asta - nytt trix (rally?),2021-08-11 11:00:00+02:00,2021-08-11 12:00:00+02:00,None,None
Asta - nytt trix (rally?),2021-09-08 10:30:00+02:00,2021-09-08 11:30:00+02:00,None,None
Asta - dogparkour,2021-08-12 11:00:00+02:00,2021-08-12 12:00:00+02:00,None,None
Asta - dogparkour,2021-09-09 10:30:00+02:00,2021-09-09 11:30:00+02:00,None,None
Asta - klöjvning/jogging,2021-08-13 11:00:00+02:00,2021-08-13 12:00:00+02:00,None,None
Asta - klöjvning/jogging,2021-09-10 10:30:00+02:00,2021-09-10 11:30:00+02:00,None,None
Asta hos Lollo,2021-09-17 07:00:00+00:00,2021-09-17 10:00:00+00:00,None,None
Asta hos mormor,2021-09-17 12:30:00+00:00,2021-09-17 15:30:00+00:00,None,None
Asta - problemlösning,2021-09-06 10:30:00+02:00,2021-09-06 11:30:00+02:00,None,None
Asta - berikning,2021-09-07 10:30:00+02:00,2021-09-07 11:30:00+02:00,None,None
Asta - nytt trix (rally?),2021-09-22 10:30:00+02:00,2021-09-22 11:30:00+02:00,None,None
Asta - dogparkour,2021-09-23 10:30:00+02:00,2021-09-23 11:30:00+02:00,None,None
Asta - klöjvning/jogging,2021-09-24 10:30:00+02:00,2021-09-24 11:30:00+02:00,None,None
Asta - nytt trix,2021-09-13 10:30:00+02:00,2021-09-13 11:30:00+02:00,None,None
Asta - nosarbete,2021-09-14 10:30:00+02:00,2021-09-14 11:30:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-09-15 10:30:00+02:00,2021-09-15 11:30:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-09-16 10:30:00+02:00,2021-09-16 11:30:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-09-16 11:30:00+02:00,2021-09-16 12:30:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-09-17 10:30:00+02:00,2021-09-17 11:30:00+02:00,None,None
Asta - problemlösning,2021-10-18 11:00:00+02:00,2021-10-18 12:00:00+02:00,None,None
Asta - berikning,2021-10-19 11:00:00+02:00,2021-10-19 12:00:00+02:00,None,None
Asta - nytt trix (rally?),2021-10-20 11:00:00+02:00,2021-10-20 12:00:00+02:00,None,None
Asta - dogparkour,2021-10-21 11:00:00+02:00,2021-10-21 12:00:00+02:00,None,None
Asta - klöjvning/jogging,2021-10-22 11:00:00+02:00,2021-10-22 12:00:00+02:00,None,None
Asta - nosarbete,2021-10-26 11:00:00+02:00,2021-10-26 12:00:00+02:00,None,None
Asta - berikning (naturliga beteenden),2021-10-27 11:00:00+02:00,2021-10-27 12:00:00+02:00,None,None
"Asta - dogparkour, utmaning",2021-10-28 11:00:00+02:00,2021-10-28 12:00:00+02:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-10-29 11:00:00+02:00,2021-10-29 12:00:00+02:00,None,None
Asta - nytt trix,2021-10-25 11:00:00+02:00,2021-10-25 12:00:00+02:00,None,None
Asta - nytt trix,2021-11-08 10:30:00+01:00,2021-11-08 11:30:00+01:00,None,None
Asta,2021-02-22 06:30:00+01:00,2021-02-22 08:00:00+01:00,None,None
Asta,2021-03-24 06:30:00+01:00,2021-03-24 08:00:00+01:00,None,None
Asta,2021-03-25 06:00:00+01:00,2021-03-25 08:00:00+01:00,None,None
Asta,2021-04-21 06:30:00+02:00,2021-04-21 07:30:00+02:00,None,None
Asta,2021-08-03 06:30:00+02:00,2021-08-03 08:30:00+02:00,None,None
Asta,2021-08-04 06:00:00+02:00,2021-08-04 08:00:00+02:00,None,None
Asta,2021-08-05 07:00:00+02:00,2021-08-05 09:00:00+02:00,None,None
Asta,2021-08-06 07:00:00+02:00,2021-08-06 09:00:00+02:00,None,None
Asta,2021-08-26 06:00:00+02:00,2021-08-26 07:30:00+02:00,None,None
Asta,2021-08-27 06:00:00+02:00,2021-08-27 07:30:00+02:00,None,None
Asta,2021-11-02 05:30:00+01:00,2021-11-02 07:00:00+01:00,None,None
Asta,2021-11-30 06:30:00+01:00,2021-11-30 07:15:00+01:00,None,None
Asta,2021-12-01 06:45:00+01:00,2021-12-01 07:30:00+01:00,None,None
Asta,2021-11-03 06:30:00+01:00,2021-11-03 08:00:00+01:00,None,None
Asta - nytt trix,2021-11-22 10:30:00+01:00,2021-11-22 11:30:00+01:00,None,None
Asta - nosarbete,2021-11-09 10:30:00+01:00,2021-11-09 11:30:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-11-10 10:30:00+01:00,2021-11-10 11:30:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-11-11 10:30:00+01:00,2021-11-11 11:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-11-12 10:30:00+01:00,2021-11-12 11:30:00+01:00,None,None
Asta - problemlösning,2021-11-01 10:30:00+01:00,2021-11-01 11:30:00+01:00,None,None
Asta - berikning,2021-11-02 10:30:00+01:00,2021-11-02 11:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-11-03 10:30:00+01:00,2021-11-03 11:30:00+01:00,None,None
Asta - dogparkour,2021-11-04 10:30:00+01:00,2021-11-04 11:30:00+01:00,None,None
Asta - klöjvning/jogging,2021-11-05 10:30:00+01:00,2021-11-05 11:30:00+01:00,None,None
Asta,2022-01-05 05:00:00+00:00,2022-01-05 07:00:00+00:00,None,None
Asta,2021-12-06 10:00:00+01:00,2021-12-06 11:30:00+01:00,None,None
Asta - löpning (snö),2021-12-10 07:30:00+01:00,2021-12-10 08:30:00+01:00,None,None
Asta,2021-12-13 09:30:00+01:00,2021-12-13 11:30:00+01:00,None,None
Asta,2021-12-17 10:00:00+01:00,2021-12-17 11:00:00+01:00,None,None
Asta,2021-12-27 10:00:00+01:00,2021-12-27 11:00:00+01:00,None,None
Asta - problemlösning,2021-12-13 13:00:00+01:00,2021-12-13 13:30:00+01:00,None,None
Asta - berikning,2021-12-14 13:00:00+01:00,2021-12-14 13:30:00+01:00,None,None
Asta - nytt trix (rally?),2021-12-15 13:00:00+01:00,2021-12-15 13:30:00+01:00,None,None
Asta - dogparkour,2021-12-16 13:00:00+01:00,2021-12-16 13:30:00+01:00,None,None
Asta - klöjvning/jogging,2021-12-17 13:00:00+01:00,2021-12-17 13:30:00+01:00,None,None
Asta - klöjvning/jogging,2021-12-17 12:00:00+01:00,2021-12-17 13:00:00+01:00,None,None
Asta,2021-12-27 13:30:00+01:00,2021-12-27 14:00:00+01:00,None,None
Asta - nytt trix,2021-12-06 13:00:00+01:00,2021-12-06 13:30:00+01:00,None,None
Asta - nosarbete,2021-12-07 13:00:00+01:00,2021-12-07 13:30:00+01:00,None,None
Asta - berikning (naturliga beteenden),2021-12-08 13:00:00+01:00,2021-12-08 13:30:00+01:00,None,None
"Asta - dogparkour, utmaning",2021-12-09 13:00:00+01:00,2021-12-09 13:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-12-10 13:00:00+01:00,2021-12-10 13:30:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2021-12-10 11:30:00+01:00,2021-12-10 12:00:00+01:00,None,None
Asta,2022-01-10 12:30:00+01:00,2022-01-10 13:00:00+01:00,None,None
Asta,2022-01-13 11:30:00+01:00,2022-01-13 12:00:00+01:00,None,None
Asta,2022-01-10 07:30:00+01:00,2022-01-10 09:00:00+01:00,None,None
Asta,2022-01-12 09:00:00+01:00,2022-01-12 10:00:00+01:00,None,None
Asta,2022-01-13 07:00:00+01:00,2022-01-13 08:30:00+01:00,None,None
Asta,2022-01-17 10:30:00+01:00,2022-01-17 11:30:00+01:00,None,None
Asta,2022-01-18 10:30:00+01:00,2022-01-18 11:30:00+01:00,None,None
Asta,2022-01-18 10:00:00+01:00,2022-01-18 11:00:00+01:00,None,None
Asta,2022-01-17 14:30:00+01:00,2022-01-17 15:30:00+01:00,None,None
Asta,2022-01-17 07:30:00+01:00,2022-01-17 08:30:00+01:00,None,None
Asta,2022-01-19 14:15:00+01:00,2022-01-19 15:15:00+01:00,None,None
Asta,2022-01-20 14:00:00+01:00,2022-01-20 15:00:00+01:00,None,None
Asta,2022-01-26 13:00:00+01:00,2022-01-26 14:00:00+01:00,None,None
Asta,2022-01-27 12:30:00+01:00,2022-01-27 13:30:00+01:00,None,None
Asta,2022-01-28 13:00:00+01:00,2022-01-28 14:00:00+01:00,None,None
Asta,2022-01-31 12:15:00+01:00,2022-01-31 13:15:00+01:00,None,None
Asta,2022-02-02 13:30:00+01:00,2022-02-02 14:30:00+01:00,None,None
Asta,2022-02-03 14:00:00+01:00,2022-02-03 15:00:00+01:00,None,None
Asta,2022-02-07 10:30:00+01:00,2022-02-07 12:00:00+01:00,None,None
Asta,2022-01-19 10:00:00+01:00,2022-01-19 11:00:00+01:00,None,None
Asta,2022-01-21 09:00:00+01:00,2022-01-21 10:00:00+01:00,None,None
Asta,2022-01-25 09:30:00+01:00,2022-01-25 11:00:00+01:00,None,None
Asta,2022-01-26 09:30:00+01:00,2022-01-26 10:30:00+01:00,None,None
Asta,2022-01-27 10:00:00+01:00,2022-01-27 11:00:00+01:00,None,None
Asta,2022-01-28 10:15:00+01:00,2022-01-28 11:15:00+01:00,None,None
Asta,2022-01-31 09:30:00+01:00,2022-01-31 10:30:00+01:00,None,None
Asta - problemlösning,2022-01-10 12:00:00+01:00,2022-01-10 12:30:00+01:00,None,None
Asta - berikning,2022-01-11 12:00:00+01:00,2022-01-11 12:30:00+01:00,None,None
Asta - nytt trix (rally?),2022-01-12 12:00:00+01:00,2022-01-12 12:30:00+01:00,None,None
Asta,2022-02-07 14:30:00+01:00,2022-02-07 15:30:00+01:00,None,None
Asta,2022-02-07 14:30:00+01:00,2022-02-07 16:00:00+01:00,None,None
Asta - dogparkour,2022-01-13 12:00:00+01:00,2022-01-13 12:30:00+01:00,None,None
Asta - dogparkour,2022-01-13 11:00:00+01:00,2022-01-13 11:30:00+01:00,None,None
Asta - klöjvning/jogging,2022-01-14 12:00:00+01:00,2022-01-14 12:30:00+01:00,None,None
Asta - nytt trix,2022-01-17 10:30:00+01:00,2022-01-17 11:00:00+01:00,None,None
Asta - nosarbete,2022-01-18 10:30:00+01:00,2022-01-18 11:00:00+01:00,None,None
Asta - berikning (naturliga beteenden),2022-01-19 10:30:00+01:00,2022-01-19 11:00:00+01:00,None,None
"Asta - dogparkour, utmaning",2022-01-20 10:30:00+01:00,2022-01-20 11:00:00+01:00,None,None
"Asta - lydnad (stanna, inkallning)",2022-01-21 10:30:00+01:00,2022-01-21 11:00:00+01:00,None,None
Asta,2022-02-10 07:00:00+01:00,2022-02-10 08:30:00+01:00,None,None
Asta,2022-02-11 09:00:00+01:00,2022-02-11 10:00:00+01:00,None,None
Asta,2022-02-09 14:30:00+01:00,2022-02-09 15:30:00+01:00,None,None
Asta,2022-02-14 10:30:00+01:00,2022-02-14 12:00:00+01:00,None,None
Asta,2022-02-14 09:15:00+01:00,2022-02-14 10:30:00+01:00,None,None
Asta,2022-02-15 07:30:00+01:00,2022-02-15 08:30:00+01:00,None,None
Asta,2022-02-16 09:15:00+01:00,2022-02-16 10:45:00+01:00,None,None
Asta,2022-02-17 07:30:00+01:00,2022-02-17 08:30:00+01:00,None,None
Asta,2022-02-18 10:00:00+01:00,2022-02-18 12:00:00+01:00,None,None
Asta,2022-02-14 13:45:00+01:00,2022-02-14 14:45:00+01:00,None,None
Asta,2022-02-14 12:45:00+01:00,2022-02-14 13:45:00+01:00,None,None
Asta,2022-02-16 13:00:00+01:00,2022-02-16 14:00:00+01:00,None,None
Asta,2022-02-17 12:00:00+01:00,2022-02-17 13:00:00+01:00,None,None
Asta,2022-02-23 14:15:00+01:00,2022-02-23 15:15:00+01:00,None,None
Asta,2022-03-04 12:00:00+01:00,2022-03-04 13:00:00+01:00,None,None
Asta,2022-03-09 05:30:00+00:00,2022-03-09 06:30:00+00:00,None,None
Asta,2022-03-10 05:30:00+00:00,2022-03-10 07:00:00+00:00,None,None
Asta,2022-03-07 14:30:00+01:00,2022-03-07 15:30:00+01:00,None,None
Asta,2022-03-08 11:00:00+01:00,2022-03-08 12:30:00+01:00,None,None
Asta,2022-02-21 10:00:00+01:00,2022-02-21 11:30:00+01:00,None,None
Asta,2022-03-04 09:00:00+01:00,2022-03-04 10:30:00+01:00,None,None
Asta,2022-03-08 06:30:00+01:00,2022-03-08 07:40:00+01:00,None,None
Asta,2022-03-09 11:30:00+01:00,2022-03-09 12:30:00+01:00,None,None
Asta,2022-03-10 12:00:00+01:00,2022-03-10 13:30:00+01:00,None,None
Asta,2022-03-11 06:30:00+01:00,2022-03-11 08:00:00+01:00,None,None
Asta,2022-03-11 12:00:00+01:00,2022-03-11 13:00:00+01:00,None,None
Asta,2022-03-14 07:30:00+00:00,2022-03-14 08:40:00+00:00,None,None
Asta,2022-03-14 10:30:00+01:00,2022-03-14 12:00:00+01:00,None,None
Asta,2022-03-14 11:30:00+01:00,2022-03-14 13:00:00+01:00,None,None
Asta,2022-03-21 09:45:00+01:00,2022-03-21 10:45:00+01:00,None,None
Asta,2022-03-14 14:30:00+01:00,2022-03-14 16:00:00+01:00,None,None
Asta,2022-03-21 14:00:00+01:00,2022-03-21 15:30:00+01:00,None,None
Asta,2022-03-22 07:30:00+01:00,2022-03-22 08:30:00+01:00,None,None
Asta,2022-03-22 11:00:00+01:00,2022-03-22 12:30:00+01:00,None,None
Asta,2022-03-22 11:30:00+01:00,2022-03-22 13:00:00+01:00,None,None
Asta,2022-03-23 10:00:00+01:00,2022-03-23 11:00:00+01:00,None,None
Asta,2022-03-23 11:00:00+01:00,2022-03-23 12:00:00+01:00,None,None
Asta,2022-03-25 06:00:00+00:00,2022-03-25 07:10:00+00:00,None,None
Asta,2022-03-24 10:00:00+01:00,2022-03-24 11:30:00+01:00,None,None
Asta,2022-03-25 11:30:00+01:00,2022-03-25 13:00:00+01:00,None,None
Asta,2022-03-28 06:30:00+02:00,2022-03-28 08:00:00+02:00,None,None
Asta,2022-03-29 07:30:00+02:00,2022-03-29 09:00:00+02:00,None,None
Asta,2022-03-31 10:00:00+02:00,2022-03-31 11:30:00+02:00,None,None
Asta,2022-04-01 11:00:00+02:00,2022-04-01 12:00:00+02:00,None,None
Asta,2022-04-04 07:30:00+02:00,2022-04-04 09:00:00+02:00,None,None
Asta,2022-04-05 06:00:00+02:00,2022-04-05 07:15:00+02:00,None,None
Asta,2022-04-06 06:00:00+02:00,2022-04-06 07:15:00+02:00,None,None
Asta,2022-04-08 06:00:00+02:00,2022-04-08 07:30:00+02:00,None,None
